date,Garagoa,Dir_btw_Ca_Or,Pauto,Dir_btw_Cu_Ca,Guanapalo,Lengupa,Upia,Tua,Cravo Sur,Dir_btw_Cu_CS,Cusiana,Yucao,Guatiquia,Humea,Guacavia,Guavio,Metica,Guayuriba,Dir_btw_Gb_Yu,Dir_btw_Hu_Up,Melua,Cumaral,Manacacias,Dir_btw_P_Ca,Negro,Lago de Tota,Casanare
8-Mar,9.16,,,,,,,,17.71,,20.77,7.35,,19.82,3.463,15,47.31,34.28,,,2.806,,,,,,
8-Apr,13.35,,,,,,,,37.92,,32.65,28.67,,40.21,17.51,22.72,111.6,42.96,,,13.94,,,,,,
8-May,45.25,,,,,,,,69.04,,289.6,81.23,,205,69.64,76.7,246.4,118,,,42.15,,,,,,
8-Jun,123.39,,,,,,,,351,,962,166.6,,321.1,92.95,154.73,311.1,142,,,113.7,,,,,,
8-Jul,155.7,,,,,,,,420.6,,1030,203.1,,169,87.6,159.28,297,190.9,,,147.5,,,,,,
8-Aug,91.59,,,,,,,,290.6,,477.7,131.3,,86.57,41.55,85.12,183.9,107,,,113.5,,,,,,
8-Sep,69.03,,,,,,,,338.8,,331,133.6,,186.5,35.71,73.12,188.7,81.29,,,64.55,,,,,,
8-Oct,47.11,,,,,,,,264.5,,422.4,122.9,,122.4,33.81,51.29,246.9,56.96,,,87.85,,,,,,
8-Nov,90.63,,,,,,,,169.4,,311.4,96.55,,116,39.98,84.16,305.5,62.56,,,100.8,,,,,,
8-Dec,34.37,,,,,,,,45.45,,106.1,35.8,,72.63,22.51,33.57,143.4,19.22,,,32.94,,,,,,
9-Jan,14.21,,,,,,,,12.46,,27.01,12.75,,,3.694,20,35.5,52.97,,,11.57,,,,,,
9-Feb,12.21,,,,,,,,8.496,,24.38,11.87,,,2.219,19.93,36.01,51.58,,,9.744,,,,,,
9-Mar,13.26,,,,,,,,7.108,,23.02,11.14,,,6.793,28.82,46.69,57.93,,,11.13,,,,,,
9-Apr,28.06,,,,,,,,45.65,,187.3,17.26,,,25.81,71.47,189.4,76.82,,,16.21,,,,,,
9-May,34.15,,,,,,,,129.8,,248.8,60.02,,,21.22,57.76,254.1,88.51,,,57.98,,,,,,
9-Jun,67.29,,,,,,,,366.5,,793.1,135.5,,,71.04,105.47,303.6,109.9,,,120.2,,,,,,
9-Jul,93.7,,,,,,,,409.5,,597.4,168.3,,,51.85,148.23,334.3,151.7,,,134.1,,,,,,
9-Aug,105.45,,,,,,,,422.6,,426.9,120.9,,,44.36,94.13,253.4,140.9,,,138.2,,,,,,
9-Sep,54.77,,,,,,,,271.5,,1008,154.7,,,37.28,58.99,122.3,99.84,,,122.1,,,,,,
9-Oct,43.49,,,,,,,,206.2,,590.6,88.13,,,28.63,46.46,142.1,98.49,,,70.34,,,,,,
9-Nov,27.71,,,,,,,,130.1,,35.65,47.66,,,18.46,30.01,96.36,78.98,,,35.05,,,,,,
9-Dec,10.25,,,,,,,,18.34,,40.78,14.43,,,10.76,13.71,39.29,62.41,,,12.82,,,,,,
10-Jan,8.3,,,,,,,,8.234,,20.68,8.958,14.49,19.15,,8.41,11.64,54.48,,,5.993,,,,,,
10-Feb,5.12,,,,,,,,5.616,,15.19,8.084,15.21,23.43,,12.25,,54.9,,,4.366,,,,,,
10-Mar,10.96,,,,,,,,25.44,,40.88,14.95,25.99,53.27,,24.97,114.3,64.4,,,7.106,,,,,,
10-Apr,37.18,,,,,,,,264.5,,350.5,165.6,48.75,152.3,,60.33,224,112.5,,,127.1,,,,,,
10-May,71.36,,,,,,,,332,,354.3,103.7,89.31,,,88.01,306.2,146.1,,,93.23,,,,,,
10-Jun,80.35,,,,,,,,487.4,,384.9,176.3,97.18,,,102.71,401.8,163.6,,,148.2,,,,,,
10-Jul,125.32,,,,,,,,571.2,,481,135.9,105,,,107.97,286.6,156.2,,,121.2,,,,,,
10-Aug,72.68,,,,,,,,508.7,,340.8,159.1,39.08,,,63.82,171.7,93.37,,,100.7,,,,,,
10-Sep,36.81,,,,,,,,387.3,,196.4,79.88,28.61,,,43.75,106.2,88.62,,,70.44,,,,,,
10-Oct,38.67,,,,,,,,274,,144.7,69.9,35.74,,,39.18,142.2,73.73,,,91.35,,,,,,
10-Nov,59.79,,,,,,,,283.2,,187.8,90.7,48.83,,,61.16,170,86.55,,,123.7,,,,,,
10-Dec,41.33,,,,,,,,86.23,,101,26.96,45.89,,,36.32,175.6,57.38,,,28.8,,,,,,
11-Jan,13.19,,,,,,,,26.38,,34.75,12.02,,,,18.49,71.38,,,,11.72,,,,,,
11-Feb,12.29,,,,,,,,16.42,,28.45,7.903,,,,16.01,21.15,,,,5.822,,,,,,
11-Mar,33.52,,,,,,,,46.51,,36.77,8.293,,,,59.43,58.51,55.56,,,6.606,,,,,,
11-Apr,108.87,,,,,,,,188.7,,167.4,62.83,,,,112.95,303.4,91.22,,,81.49,,,,,,
11-May,157.04,,,,,,,,482.9,,374.8,145.3,,,,128.67,,114.4,,,151.9,,,,,,
11-Jun,134.54,,,,,,,,411.1,,321.5,120.5,,,,117.59,263.5,79.38,,,112.4,,,,,,
11-Jul,99.75,,,,,,,,404.4,,289.3,115.7,,,,81.97,165.2,77.33,,,109.8,,,,,,
11-Aug,98.28,,,,,,,,344.4,,257.7,104.7,,,,58.93,118.3,67.18,,,106.6,,,,,,
11-Sep,88.27,,,,,,,,430.1,,425.9,120.2,,,,66.4,128.9,59.61,,,110.1,,,,,,
11-Oct,78.77,,,,,,,,338,,308.6,62.19,,,,70.34,176.1,55.72,,,60.62,,,,,,
11-Nov,106.75,,,,,,,,290.8,,221,61.24,,,,68.82,133.2,56.96,,,49.1,,,,,,
11-Dec,71.38,,,,,,,,,,90.37,53.73,,,,45.52,177.9,53.14,,,57.09,,,,,,
12-Jan,18.58,,,,,,,,,,32.46,12.26,,,,16.37,,,,,9.758,,,,,,
12-Feb,18.16,,,,,,,,,,28.96,10.16,,,,23.5,34.13,,,,6.232,,,,,,
12-Mar,32.71,,,,,,,,,,48.43,13.32,,,,61.93,122.6,57.43,,,12.17,,,,,,
12-Apr,116.99,,,,,,,,447.4,,374.6,67.66,,,,106.85,265.2,68.59,,,78.79,,,,,,
12-May,85.03,,,,,,,,381.7,,296.7,108.5,,,,125.15,302.2,80.4,,,98.29,,,,,,
12-Jun,107.55,,,,,,,,468.8,,353.5,177.8,,,,115.92,182.7,99.89,,,119.8,,,,,,
12-Jul,174.71,,,,,,,,542.8,,489,201.9,,,,156.85,176.5,98.13,,,156.8,,,,,,
12-Aug,151.48,,,,,,,,,,368.4,130.5,,,,111.28,118.1,,,,92.62,,,,,,
12-Sep,67.28,,,,,,,,317.5,,189.3,78.06,,,,64.97,,,,,77.33,,,,,,
12-Oct,48.23,,,,,,,,443.1,,258.9,93.88,,,,49.08,,,,,87.96,,,,,,
12-Nov,27.85,,,,,,,,,,133.4,77.35,,,,39.57,,,,,,,,,,,
12-Dec,14.19,,,,,,,,,,41.49,19.71,,,,27.62,,,,,,,,,,,
13-Jan,9.58,,,,,,,,,,24.59,10.73,,,,12.37,,,,,,,,,,,
13-Feb,10.38,,,,,,,,,,23.74,8.25,,,,15.14,,,,,,,,,,,
13-Mar,16.2,,,,,,,,,,27.26,14.22,,,,47.4,,,,,,,,,,,
13-Apr,24.14,,,,,,,,,,57.1,43.96,,,,61.77,,,,,,,,,,,
13-May,72.73,,,,,,,,,,186.5,105.9,,,,136.86,,,,,,,,,,,
13-Jun,61.81,,,,,,,,,,,108.1,,,,90.88,,,,,,,,,,,
13-Jul,92.15,,,,,,,,429.1,,425.2,150,,,,114.9,,76.93,,,,,,,,,
13-Aug,98.86,,,,,,,,401.6,,340.6,121.6,,,,96.72,,61.92,,,,,,,,,
13-Sep,53.48,,,,,,,,347.3,,211.3,137.5,,,,60,,,,,,,,,,,
13-Oct,46.8,,,,,,,,270.8,,218.3,129.5,,,,43.06,,,,,,,,,,,
13-Nov,60.38,,,,,,,,242.3,,444.3,95.58,,,,61.5,,,,,,,,,,,
13-Dec,27.96,,,,,,,,124.6,,94.05,24.1,,,,32.8,,,,,,,,,,,
14-Jan,12.76,,,,,,,,77.83,,20.77,10.89,,,,13.32,,,,,,,,,,,
14-Feb,9.94,,,,,,,,46.33,,20.53,7.913,,,,14.62,,,,,,,,,,,
14-Mar,15.83,,,,,,,,50.16,,29.31,7.694,,,,28.28,,,,,,,,,,,
14-Apr,28.91,,,,,,,,182.5,,100.3,79.44,,,,67.42,278.3,,,,,,,,,,
14-May,36.71,,,,,,,,309.7,,240,128.8,,,,68.2,,,,,,,,,,,
14-Jun,108.88,,,,,,,,479.6,,319.8,136.3,,,,200.1,411.3,,,,,,,,,,
14-Jul,153.86,,,,,,,,693.5,,541.5,195.2,,,,199.54,268.6,,,,,,,,,,
14-Aug,120.17,,,,,,,,479.8,,300.6,127.2,,,,115.91,227.2,,,,,,,,,,
14-Sep,77.88,,,,,,,,401.5,,265.2,85.17,,,,92.96,,,,,,,,,,,
14-Oct,53.68,,,,,,,,,,345.1,139,,,,52.98,,,,,,,,,,,
14-Nov,34.26,,,,,,,,,,298.4,74.9,,,,35.55,175.8,,,,,,,,,,
14-Dec,26.12,,,,,,,,,,93.86,40.62,,,,29.73,67.58,,,,,,,,,,
