Date,Turbinado,Vertimiento,Volumen m3
8/25/1987,7413984,,585730000
8/26/1987,7413984,,585730000
8/27/1987,7413984,,585730000
8/28/1987,7413984,,585730000
8/29/1987,7413984,,585730000
8/30/1987,7413984,,585730000
8/31/1987,7413984,,585730000
9/1/1987,7238592,,541440000
9/2/1987,7238592,,541440000
9/3/1987,7238592,,541440000
9/4/1987,7238592,,541440000
9/5/1987,7238592,,541440000
9/6/1987,7238592,,541440000
9/7/1987,7238592,,541440000
9/8/1987,7238592,,541440000
9/9/1987,7238592,,541440000
9/10/1987,7238592,,541440000
9/11/1987,7238592,,541440000
9/12/1987,7238592,,541440000
9/13/1987,7238592,,541440000
9/14/1987,7238592,,541440000
9/15/1987,7238592,,541440000
9/16/1987,7238592,,541440000
9/17/1987,7238592,,541440000
9/18/1987,7238592,,541440000
9/19/1987,7238592,,541440000
9/20/1987,7238592,,541440000
9/21/1987,7238592,,541440000
9/22/1987,7238592,,541440000
9/23/1987,7238592,,541440000
9/24/1987,7238592,,541440000
9/25/1987,7238592,,541440000
9/26/1987,7238592,,541440000
9/27/1987,7238592,,541440000
9/28/1987,7238592,,541440000
9/29/1987,7238592,,541440000
9/30/1987,7238592,,541440000
10/1/1987,4626720,,586440000
10/2/1987,4626720,,586440000
10/3/1987,4626720,,586440000
10/4/1987,4626720,,586440000
10/5/1987,4626720,,586440000
10/6/1987,4626720,,586440000
10/7/1987,4626720,,586440000
10/8/1987,4626720,,586440000
10/9/1987,4626720,,586440000
10/10/1987,4626720,,586440000
10/11/1987,4626720,,586440000
10/12/1987,4626720,,586440000
10/13/1987,4626720,,586440000
10/14/1987,4626720,,586440000
10/15/1987,4626720,,586440000
10/16/1987,4626720,,586440000
10/17/1987,4626720,,586440000
10/18/1987,4626720,,586440000
10/19/1987,4626720,,586440000
10/20/1987,4626720,,586440000
10/21/1987,4626720,,586440000
10/22/1987,4626720,,586440000
10/23/1987,4626720,,586440000
10/24/1987,4626720,,586440000
10/25/1987,4626720,,586440000
10/26/1987,4626720,,586440000
10/27/1987,4626720,,586440000
10/28/1987,4626720,,586440000
10/29/1987,4626720,,586440000
10/30/1987,4626720,,586440000
10/31/1987,4626720,,586440000
11/1/1987,5125248,,504580000
11/2/1987,5125248,,504580000
11/3/1987,5125248,,504580000
11/4/1987,5125248,,504580000
11/5/1987,5125248,,504580000
11/6/1987,5125248,,504580000
11/7/1987,5125248,,504580000
11/8/1987,5125248,,504580000
11/9/1987,5125248,,504580000
11/10/1987,5125248,,504580000
11/11/1987,5125248,,504580000
11/12/1987,5125248,,504580000
11/13/1987,5125248,,504580000
11/14/1987,5125248,,504580000
11/15/1987,5125248,,504580000
11/16/1987,5125248,,504580000
11/17/1987,5125248,,504580000
11/18/1987,5125248,,504580000
11/19/1987,5125248,,504580000
11/20/1987,5125248,,504580000
11/21/1987,5125248,,504580000
11/22/1987,5125248,,504580000
11/23/1987,5125248,,504580000
11/24/1987,5125248,,504580000
11/25/1987,5125248,,504580000
11/26/1987,5125248,,504580000
11/27/1987,5125248,,504580000
11/28/1987,5125248,,504580000
11/29/1987,5125248,,504580000
11/30/1987,5125248,,504580000
12/1/1987,1861056,,520070000
12/2/1987,1861056,,520070000
12/3/1987,1861056,,520070000
12/4/1987,1861056,,520070000
12/5/1987,1861056,,520070000
12/6/1987,1861056,,520070000
12/7/1987,1861056,,520070000
12/8/1987,1861056,,520070000
12/9/1987,1861056,,520070000
12/10/1987,1861056,,520070000
12/11/1987,1861056,,520070000
12/12/1987,1861056,,520070000
12/13/1987,1861056,,520070000
12/14/1987,1861056,,520070000
12/15/1987,1861056,,520070000
12/16/1987,1861056,,520070000
12/17/1987,1861056,,520070000
12/18/1987,1861056,,520070000
12/19/1987,1861056,,520070000
12/20/1987,1861056,,520070000
12/21/1987,1861056,,520070000
12/22/1987,1861056,,520070000
12/23/1987,1861056,,520070000
12/24/1987,1861056,,520070000
12/25/1987,1861056,,520070000
12/26/1987,1861056,,520070000
12/27/1987,1861056,,520070000
12/28/1987,1861056,,520070000
12/29/1987,1861056,,520070000
12/30/1987,1861056,,520070000
12/31/1987,1861056,,520070000
1/1/1988,6262272,,322310000
1/2/1988,6262272,,322310000
1/3/1988,6262272,,322310000
1/4/1988,6262272,,322310000
1/5/1988,6262272,,322310000
1/6/1988,6262272,,322310000
1/7/1988,6262272,,322310000
1/8/1988,6262272,,322310000
1/9/1988,6262272,,322310000
1/10/1988,6262272,,322310000
1/11/1988,6262272,,322310000
1/12/1988,6262272,,322310000
1/13/1988,6262272,,322310000
1/14/1988,6262272,,322310000
1/15/1988,6262272,,322310000
1/16/1988,6262272,,322310000
1/17/1988,6262272,,322310000
1/18/1988,6262272,,322310000
1/19/1988,6262272,,322310000
1/20/1988,6262272,,322310000
1/21/1988,6262272,,322310000
1/22/1988,6262272,,322310000
1/23/1988,6262272,,322310000
1/24/1988,6262272,,322310000
1/25/1988,6262272,,322310000
1/26/1988,6262272,,322310000
1/27/1988,6262272,,322310000
1/28/1988,6262272,,322310000
1/29/1988,6262272,,322310000
1/30/1988,6262272,,322310000
1/31/1988,6262272,,322310000
2/1/1988,5643648,,168960000
2/2/1988,5643648,,168960000
2/3/1988,5643648,,168960000
2/4/1988,5643648,,168960000
2/5/1988,5643648,,168960000
2/6/1988,5643648,,168960000
2/7/1988,5643648,,168960000
2/8/1988,5643648,,168960000
2/9/1988,5643648,,168960000
2/10/1988,5643648,,168960000
2/11/1988,5643648,,168960000
2/12/1988,5643648,,168960000
2/13/1988,5643648,,168960000
2/14/1988,5643648,,168960000
2/15/1988,5643648,,168960000
2/16/1988,5643648,,168960000
2/17/1988,5643648,,168960000
2/18/1988,5643648,,168960000
2/19/1988,5643648,,168960000
2/20/1988,5643648,,168960000
2/21/1988,5643648,,168960000
2/22/1988,5643648,,168960000
2/23/1988,5643648,,168960000
2/24/1988,5643648,,168960000
2/25/1988,5643648,,168960000
2/26/1988,5643648,,168960000
2/27/1988,5643648,,168960000
2/28/1988,5643648,,168960000
2/29/1988,5643648,,168960000
3/1/1988,4236192,,46070000
3/2/1988,4236192,,46070000
3/3/1988,4236192,,46070000
3/4/1988,4236192,,46070000
3/5/1988,4236192,,46070000
3/6/1988,4236192,,46070000
3/7/1988,4236192,,46070000
3/8/1988,4236192,,46070000
3/9/1988,4236192,,46070000
3/10/1988,4236192,,46070000
3/11/1988,4236192,,46070000
3/12/1988,4236192,,46070000
3/13/1988,4236192,,46070000
3/14/1988,4236192,,46070000
3/15/1988,4236192,,46070000
3/16/1988,4236192,,46070000
3/17/1988,4236192,,46070000
3/18/1988,4236192,,46070000
3/19/1988,4236192,,46070000
3/20/1988,4236192,,46070000
3/21/1988,4236192,,46070000
3/22/1988,4236192,,46070000
3/23/1988,4236192,,46070000
3/24/1988,4236192,,46070000
3/25/1988,4236192,,46070000
3/26/1988,4236192,,46070000
3/27/1988,4236192,,46070000
3/28/1988,4236192,,46070000
3/29/1988,4236192,,46070000
3/30/1988,4236192,,46070000
3/31/1988,4236192,,46070000
4/1/1988,1618272,,57950000
4/2/1988,1618272,,57950000
4/3/1988,1618272,,57950000
4/4/1988,1618272,,57950000
4/5/1988,1618272,,57950000
4/6/1988,1618272,,57950000
4/7/1988,1618272,,57950000
4/8/1988,1618272,,57950000
4/9/1988,1618272,,57950000
4/10/1988,1618272,,57950000
4/11/1988,1618272,,57950000
4/12/1988,1618272,,57950000
4/13/1988,1618272,,57950000
4/14/1988,1618272,,57950000
4/15/1988,1618272,,57950000
4/16/1988,1618272,,57950000
4/17/1988,1618272,,57950000
4/18/1988,1618272,,57950000
4/19/1988,1618272,,57950000
4/20/1988,1618272,,57950000
4/21/1988,1618272,,57950000
4/22/1988,1618272,,57950000
4/23/1988,1618272,,57950000
4/24/1988,1618272,,57950000
4/25/1988,1618272,,57950000
4/26/1988,1618272,,57950000
4/27/1988,1618272,,57950000
4/28/1988,1618272,,57950000
4/29/1988,1618272,,57950000
4/30/1988,1618272,,57950000
5/1/1988,3273696,,69330000
5/2/1988,3273696,,69330000
5/3/1988,3273696,,69330000
5/4/1988,3273696,,69330000
5/5/1988,3273696,,69330000
5/6/1988,3273696,,69330000
5/7/1988,3273696,,69330000
5/8/1988,3273696,,69330000
5/9/1988,3273696,,69330000
5/10/1988,3273696,,69330000
5/11/1988,3273696,,69330000
5/12/1988,3273696,,69330000
5/13/1988,3273696,,69330000
5/14/1988,3273696,,69330000
5/15/1988,3273696,,69330000
5/16/1988,3273696,,69330000
5/17/1988,3273696,,69330000
5/18/1988,3273696,,69330000
5/19/1988,3273696,,69330000
5/20/1988,3273696,,69330000
5/21/1988,3273696,,69330000
5/22/1988,3273696,,69330000
5/23/1988,3273696,,69330000
5/24/1988,3273696,,69330000
5/25/1988,3273696,,69330000
5/26/1988,3273696,,69330000
5/27/1988,3273696,,69330000
5/28/1988,3273696,,69330000
5/29/1988,3273696,,69330000
5/30/1988,3273696,,69330000
5/31/1988,3273696,,69330000
6/1/1988,5616864,,166310000
6/2/1988,5616864,,166310000
6/3/1988,5616864,,166310000
6/4/1988,5616864,,166310000
6/5/1988,5616864,,166310000
6/6/1988,5616864,,166310000
6/7/1988,5616864,,166310000
6/8/1988,5616864,,166310000
6/9/1988,5616864,,166310000
6/10/1988,5616864,,166310000
6/11/1988,5616864,,166310000
6/12/1988,5616864,,166310000
6/13/1988,5616864,,166310000
6/14/1988,5616864,,166310000
6/15/1988,5616864,,166310000
6/16/1988,5616864,,166310000
6/17/1988,5616864,,166310000
6/18/1988,5616864,,166310000
6/19/1988,5616864,,166310000
6/20/1988,5616864,,166310000
6/21/1988,5616864,,166310000
6/22/1988,5616864,,166310000
6/23/1988,5616864,,166310000
6/24/1988,5616864,,166310000
6/25/1988,5616864,,166310000
6/26/1988,5616864,,166310000
6/27/1988,5616864,,166310000
6/28/1988,5616864,,166310000
6/29/1988,5616864,,166310000
6/30/1988,5616864,,166310000
7/1/1988,4181760,,482060000
7/2/1988,4181760,,482060000
7/3/1988,4181760,,482060000
7/4/1988,4181760,,482060000
7/5/1988,4181760,,482060000
7/6/1988,4181760,,482060000
7/7/1988,4181760,,482060000
7/8/1988,4181760,,482060000
7/9/1988,4181760,,482060000
7/10/1988,4181760,,482060000
7/11/1988,4181760,,482060000
7/12/1988,4181760,,482060000
7/13/1988,4181760,,482060000
7/14/1988,4181760,,482060000
7/15/1988,4181760,,482060000
7/16/1988,4181760,,482060000
7/17/1988,4181760,,482060000
7/18/1988,4181760,,482060000
7/19/1988,4181760,,482060000
7/20/1988,4181760,,482060000
7/21/1988,4181760,,482060000
7/22/1988,4181760,,482060000
7/23/1988,4181760,,482060000
7/24/1988,4181760,,482060000
7/25/1988,4181760,,482060000
7/26/1988,4181760,,482060000
7/27/1988,4181760,,482060000
7/28/1988,4181760,,482060000
7/29/1988,4181760,,482060000
7/30/1988,4181760,,482060000
7/31/1988,4181760,,482060000
8/1/1988,5518368,,518610000
8/2/1988,5518368,,518610000
8/3/1988,5518368,,518610000
8/4/1988,5518368,,518610000
8/5/1988,5518368,,518610000
8/6/1988,5518368,,518610000
8/7/1988,5518368,,518610000
8/8/1988,5518368,,518610000
8/9/1988,5518368,,518610000
8/10/1988,5518368,,518610000
8/11/1988,5518368,,518610000
8/12/1988,5518368,,518610000
8/13/1988,5518368,,518610000
8/14/1988,5518368,,518610000
8/15/1988,5518368,,518610000
8/16/1988,5518368,,518610000
8/17/1988,5518368,,518610000
8/18/1988,5518368,,518610000
8/19/1988,5518368,,518610000
8/20/1988,5518368,,518610000
8/21/1988,5518368,,518610000
8/22/1988,5518368,,518610000
8/23/1988,5518368,,518610000
8/24/1988,5518368,,518610000
8/25/1988,5518368,,518610000
8/26/1988,5518368,,518610000
8/27/1988,5518368,,518610000
8/28/1988,5518368,,518610000
8/29/1988,5518368,,518610000
8/30/1988,5518368,,518610000
8/31/1988,5518368,,518610000
9/1/1988,3987360,,565090000
9/2/1988,3987360,,565090000
9/3/1988,3987360,,565090000
9/4/1988,3987360,,565090000
9/5/1988,3987360,,565090000
9/6/1988,3987360,,565090000
9/7/1988,3987360,,565090000
9/8/1988,3987360,,565090000
9/9/1988,3987360,,565090000
9/10/1988,3987360,,565090000
9/11/1988,3987360,,565090000
9/12/1988,3987360,,565090000
9/13/1988,3987360,,565090000
9/14/1988,3987360,,565090000
9/15/1988,3987360,,565090000
9/16/1988,3987360,,565090000
9/17/1988,3987360,,565090000
9/18/1988,3987360,,565090000
9/19/1988,3987360,,565090000
9/20/1988,3987360,,565090000
9/21/1988,3987360,,565090000
9/22/1988,3987360,,565090000
9/23/1988,3987360,,565090000
9/24/1988,3987360,,565090000
9/25/1988,3987360,,565090000
9/26/1988,3987360,,565090000
9/27/1988,3987360,,565090000
9/28/1988,3987360,,565090000
9/29/1988,3987360,,565090000
9/30/1988,3987360,,565090000
10/1/1988,3914784,877419.3548,612230000
10/2/1988,3914784,877419.3548,612230000
10/3/1988,3914784,877419.3548,612230000
10/4/1988,3914784,877419.3548,612230000
10/5/1988,3914784,877419.3548,612230000
10/6/1988,3914784,877419.3548,612230000
10/7/1988,3914784,877419.3548,612230000
10/8/1988,3914784,877419.3548,612230000
10/9/1988,3914784,877419.3548,612230000
10/10/1988,3914784,877419.3548,612230000
10/11/1988,3914784,877419.3548,612230000
10/12/1988,3914784,877419.3548,612230000
10/13/1988,3914784,877419.3548,612230000
10/14/1988,3914784,877419.3548,612230000
10/15/1988,3914784,877419.3548,612230000
10/16/1988,3914784,877419.3548,612230000
10/17/1988,3914784,877419.3548,612230000
10/18/1988,3914784,877419.3548,612230000
10/19/1988,3914784,877419.3548,612230000
10/20/1988,3914784,877419.3548,612230000
10/21/1988,3914784,877419.3548,612230000
10/22/1988,3914784,877419.3548,612230000
10/23/1988,3914784,877419.3548,612230000
10/24/1988,3914784,877419.3548,612230000
10/25/1988,3914784,877419.3548,612230000
10/26/1988,3914784,877419.3548,612230000
10/27/1988,3914784,877419.3548,612230000
10/28/1988,3914784,877419.3548,612230000
10/29/1988,3914784,877419.3548,612230000
10/30/1988,3914784,877419.3548,612230000
10/31/1988,3914784,877419.3548,612230000
11/1/1988,3376512,2900000,614680000
11/2/1988,3376512,2900000,614680000
11/3/1988,3376512,2900000,614680000
11/4/1988,3376512,2900000,614680000
11/5/1988,3376512,2900000,614680000
11/6/1988,3376512,2900000,614680000
11/7/1988,3376512,2900000,614680000
11/8/1988,3376512,2900000,614680000
11/9/1988,3376512,2900000,614680000
11/10/1988,3376512,2900000,614680000
11/11/1988,3376512,2900000,614680000
11/12/1988,3376512,2900000,614680000
11/13/1988,3376512,2900000,614680000
11/14/1988,3376512,2900000,614680000
11/15/1988,3376512,2900000,614680000
11/16/1988,3376512,2900000,614680000
11/17/1988,3376512,2900000,614680000
11/18/1988,3376512,2900000,614680000
11/19/1988,3376512,2900000,614680000
11/20/1988,3376512,2900000,614680000
11/21/1988,3376512,2900000,614680000
11/22/1988,3376512,2900000,614680000
11/23/1988,3376512,2900000,614680000
11/24/1988,3376512,2900000,614680000
11/25/1988,3376512,2900000,614680000
11/26/1988,3376512,2900000,614680000
11/27/1988,3376512,2900000,614680000
11/28/1988,3376512,2900000,614680000
11/29/1988,3376512,2900000,614680000
11/30/1988,3376512,2900000,614680000
12/1/1988,2902176,467741.9355,601290000
12/2/1988,2902176,467741.9355,601290000
12/3/1988,2902176,467741.9355,601290000
12/4/1988,2902176,467741.9355,601290000
12/5/1988,2902176,467741.9355,601290000
12/6/1988,2902176,467741.9355,601290000
12/7/1988,2902176,467741.9355,601290000
12/8/1988,2902176,467741.9355,601290000
12/9/1988,2902176,467741.9355,601290000
12/10/1988,2902176,467741.9355,601290000
12/11/1988,2902176,467741.9355,601290000
12/12/1988,2902176,467741.9355,601290000
12/13/1988,2902176,467741.9355,601290000
12/14/1988,2902176,467741.9355,601290000
12/15/1988,2902176,467741.9355,601290000
12/16/1988,2902176,467741.9355,601290000
12/17/1988,2902176,467741.9355,601290000
12/18/1988,2902176,467741.9355,601290000
12/19/1988,2902176,467741.9355,601290000
12/20/1988,2902176,467741.9355,601290000
12/21/1988,2902176,467741.9355,601290000
12/22/1988,2902176,467741.9355,601290000
12/23/1988,2902176,467741.9355,601290000
12/24/1988,2902176,467741.9355,601290000
12/25/1988,2902176,467741.9355,601290000
12/26/1988,2902176,467741.9355,601290000
12/27/1988,2902176,467741.9355,601290000
12/28/1988,2902176,467741.9355,601290000
12/29/1988,2902176,467741.9355,601290000
12/30/1988,2902176,467741.9355,601290000
12/31/1988,2902176,467741.9355,601290000
1/1/1989,3461184,,528850000
1/2/1989,3461184,,528850000
1/3/1989,3461184,,528850000
1/4/1989,3461184,,528850000
1/5/1989,3461184,,528850000
1/6/1989,3461184,,528850000
1/7/1989,3461184,,528850000
1/8/1989,3461184,,528850000
1/9/1989,3461184,,528850000
1/10/1989,3461184,,528850000
1/11/1989,3461184,,528850000
1/12/1989,3461184,,528850000
1/13/1989,3461184,,528850000
1/14/1989,3461184,,528850000
1/15/1989,3461184,,528850000
1/16/1989,3461184,,528850000
1/17/1989,3461184,,528850000
1/18/1989,3461184,,528850000
1/19/1989,3461184,,528850000
1/20/1989,3461184,,528850000
1/21/1989,3461184,,528850000
1/22/1989,3461184,,528850000
1/23/1989,3461184,,528850000
1/24/1989,3461184,,528850000
1/25/1989,3461184,,528850000
1/26/1989,3461184,,528850000
1/27/1989,3461184,,528850000
1/28/1989,3461184,,528850000
1/29/1989,3461184,,528850000
1/30/1989,3461184,,528850000
1/31/1989,3461184,,528850000
2/1/1989,4099680,,435370000
2/2/1989,4099680,,435370000
2/3/1989,4099680,,435370000
2/4/1989,4099680,,435370000
2/5/1989,4099680,,435370000
2/6/1989,4099680,,435370000
2/7/1989,4099680,,435370000
2/8/1989,4099680,,435370000
2/9/1989,4099680,,435370000
2/10/1989,4099680,,435370000
2/11/1989,4099680,,435370000
2/12/1989,4099680,,435370000
2/13/1989,4099680,,435370000
2/14/1989,4099680,,435370000
2/15/1989,4099680,,435370000
2/16/1989,4099680,,435370000
2/17/1989,4099680,,435370000
2/18/1989,4099680,,435370000
2/19/1989,4099680,,435370000
2/20/1989,4099680,,435370000
2/21/1989,4099680,,435370000
2/22/1989,4099680,,435370000
2/23/1989,4099680,,435370000
2/24/1989,4099680,,435370000
2/25/1989,4099680,,435370000
2/26/1989,4099680,,435370000
2/27/1989,4099680,,435370000
2/28/1989,4099680,,435370000
3/1/1989,2736288,,434200000
3/2/1989,2736288,,434200000
3/3/1989,2736288,,434200000
3/4/1989,2736288,,434200000
3/5/1989,2736288,,434200000
3/6/1989,2736288,,434200000
3/7/1989,2736288,,434200000
3/8/1989,2736288,,434200000
3/9/1989,2736288,,434200000
3/10/1989,2736288,,434200000
3/11/1989,2736288,,434200000
3/12/1989,2736288,,434200000
3/13/1989,2736288,,434200000
3/14/1989,2736288,,434200000
3/15/1989,2736288,,434200000
3/16/1989,2736288,,434200000
3/17/1989,2736288,,434200000
3/18/1989,2736288,,434200000
3/19/1989,2736288,,434200000
3/20/1989,2736288,,434200000
3/21/1989,2736288,,434200000
3/22/1989,2736288,,434200000
3/23/1989,2736288,,434200000
3/24/1989,2736288,,434200000
3/25/1989,2736288,,434200000
3/26/1989,2736288,,434200000
3/27/1989,2736288,,434200000
3/28/1989,2736288,,434200000
3/29/1989,2736288,,434200000
3/30/1989,2736288,,434200000
3/31/1989,2736288,,434200000
4/1/1989,4526496,,366230000
4/2/1989,4526496,,366230000
4/3/1989,4526496,,366230000
4/4/1989,4526496,,366230000
4/5/1989,4526496,,366230000
4/6/1989,4526496,,366230000
4/7/1989,4526496,,366230000
4/8/1989,4526496,,366230000
4/9/1989,4526496,,366230000
4/10/1989,4526496,,366230000
4/11/1989,4526496,,366230000
4/12/1989,4526496,,366230000
4/13/1989,4526496,,366230000
4/14/1989,4526496,,366230000
4/15/1989,4526496,,366230000
4/16/1989,4526496,,366230000
4/17/1989,4526496,,366230000
4/18/1989,4526496,,366230000
4/19/1989,4526496,,366230000
4/20/1989,4526496,,366230000
4/21/1989,4526496,,366230000
4/22/1989,4526496,,366230000
4/23/1989,4526496,,366230000
4/24/1989,4526496,,366230000
4/25/1989,4526496,,366230000
4/26/1989,4526496,,366230000
4/27/1989,4526496,,366230000
4/28/1989,4526496,,366230000
4/29/1989,4526496,,366230000
4/30/1989,4526496,,366230000
5/1/1989,4861728,,500110000
5/2/1989,4861728,,500110000
5/3/1989,4861728,,500110000
5/4/1989,4861728,,500110000
5/5/1989,4861728,,500110000
5/6/1989,4861728,,500110000
5/7/1989,4861728,,500110000
5/8/1989,4861728,,500110000
5/9/1989,4861728,,500110000
5/10/1989,4861728,,500110000
5/11/1989,4861728,,500110000
5/12/1989,4861728,,500110000
5/13/1989,4861728,,500110000
5/14/1989,4861728,,500110000
5/15/1989,4861728,,500110000
5/16/1989,4861728,,500110000
5/17/1989,4861728,,500110000
5/18/1989,4861728,,500110000
5/19/1989,4861728,,500110000
5/20/1989,4861728,,500110000
5/21/1989,4861728,,500110000
5/22/1989,4861728,,500110000
5/23/1989,4861728,,500110000
5/24/1989,4861728,,500110000
5/25/1989,4861728,,500110000
5/26/1989,4861728,,500110000
5/27/1989,4861728,,500110000
5/28/1989,4861728,,500110000
5/29/1989,4861728,,500110000
5/30/1989,4861728,,500110000
5/31/1989,4861728,,500110000
6/1/1989,8741088,,499170000
6/2/1989,8741088,,499170000
6/3/1989,8741088,,499170000
6/4/1989,8741088,,499170000
6/5/1989,8741088,,499170000
6/6/1989,8741088,,499170000
6/7/1989,8741088,,499170000
6/8/1989,8741088,,499170000
6/9/1989,8741088,,499170000
6/10/1989,8741088,,499170000
6/11/1989,8741088,,499170000
6/12/1989,8741088,,499170000
6/13/1989,8741088,,499170000
6/14/1989,8741088,,499170000
6/15/1989,8741088,,499170000
6/16/1989,8741088,,499170000
6/17/1989,8741088,,499170000
6/18/1989,8741088,,499170000
6/19/1989,8741088,,499170000
6/20/1989,8741088,,499170000
6/21/1989,8741088,,499170000
6/22/1989,8741088,,499170000
6/23/1989,8741088,,499170000
6/24/1989,8741088,,499170000
6/25/1989,8741088,,499170000
6/26/1989,8741088,,499170000
6/27/1989,8741088,,499170000
6/28/1989,8741088,,499170000
6/29/1989,8741088,,499170000
6/30/1989,8741088,,499170000
7/1/1989,9236160,3277419.355,523610000
7/2/1989,9236160,3277419.355,523610000
7/3/1989,9236160,3277419.355,523610000
7/4/1989,9236160,3277419.355,523610000
7/5/1989,9236160,3277419.355,523610000
7/6/1989,9236160,3277419.355,523610000
7/7/1989,9236160,3277419.355,523610000
7/8/1989,9236160,3277419.355,523610000
7/9/1989,9236160,3277419.355,523610000
7/10/1989,9236160,3277419.355,523610000
7/11/1989,9236160,3277419.355,523610000
7/12/1989,9236160,3277419.355,523610000
7/13/1989,9236160,3277419.355,523610000
7/14/1989,9236160,3277419.355,523610000
7/15/1989,9236160,3277419.355,523610000
7/16/1989,9236160,3277419.355,523610000
7/17/1989,9236160,3277419.355,523610000
7/18/1989,9236160,3277419.355,523610000
7/19/1989,9236160,3277419.355,523610000
7/20/1989,9236160,3277419.355,523610000
7/21/1989,9236160,3277419.355,523610000
7/22/1989,9236160,3277419.355,523610000
7/23/1989,9236160,3277419.355,523610000
7/24/1989,9236160,3277419.355,523610000
7/25/1989,9236160,3277419.355,523610000
7/26/1989,9236160,3277419.355,523610000
7/27/1989,9236160,3277419.355,523610000
7/28/1989,9236160,3277419.355,523610000
7/29/1989,9236160,3277419.355,523610000
7/30/1989,9236160,3277419.355,523610000
7/31/1989,9236160,3277419.355,523610000
8/1/1989,5946048,,531960000
8/2/1989,5946048,,531960000
8/3/1989,5946048,,531960000
8/4/1989,5946048,,531960000
8/5/1989,5946048,,531960000
8/6/1989,5946048,,531960000
8/7/1989,5946048,,531960000
8/8/1989,5946048,,531960000
8/9/1989,5946048,,531960000
8/10/1989,5946048,,531960000
8/11/1989,5946048,,531960000
8/12/1989,5946048,,531960000
8/13/1989,5946048,,531960000
8/14/1989,5946048,,531960000
8/15/1989,5946048,,531960000
8/16/1989,5946048,,531960000
8/17/1989,5946048,,531960000
8/18/1989,5946048,,531960000
8/19/1989,5946048,,531960000
8/20/1989,5946048,,531960000
8/21/1989,5946048,,531960000
8/22/1989,5946048,,531960000
8/23/1989,5946048,,531960000
8/24/1989,5946048,,531960000
8/25/1989,5946048,,531960000
8/26/1989,5946048,,531960000
8/27/1989,5946048,,531960000
8/28/1989,5946048,,531960000
8/29/1989,5946048,,531960000
8/30/1989,5946048,,531960000
8/31/1989,5946048,,531960000
9/1/1989,5224608,,536370000
9/2/1989,5224608,,536370000
9/3/1989,5224608,,536370000
9/4/1989,5224608,,536370000
9/5/1989,5224608,,536370000
9/6/1989,5224608,,536370000
9/7/1989,5224608,,536370000
9/8/1989,5224608,,536370000
9/9/1989,5224608,,536370000
9/10/1989,5224608,,536370000
9/11/1989,5224608,,536370000
9/12/1989,5224608,,536370000
9/13/1989,5224608,,536370000
9/14/1989,5224608,,536370000
9/15/1989,5224608,,536370000
9/16/1989,5224608,,536370000
9/17/1989,5224608,,536370000
9/18/1989,5224608,,536370000
9/19/1989,5224608,,536370000
9/20/1989,5224608,,536370000
9/21/1989,5224608,,536370000
9/22/1989,5224608,,536370000
9/23/1989,5224608,,536370000
9/24/1989,5224608,,536370000
9/25/1989,5224608,,536370000
9/26/1989,5224608,,536370000
9/27/1989,5224608,,536370000
9/28/1989,5224608,,536370000
9/29/1989,5224608,,536370000
9/30/1989,5224608,,536370000
10/1/1989,4667328,,553690000
10/2/1989,4667328,,553690000
10/3/1989,4667328,,553690000
10/4/1989,4667328,,553690000
10/5/1989,4667328,,553690000
10/6/1989,4667328,,553690000
10/7/1989,4667328,,553690000
10/8/1989,4667328,,553690000
10/9/1989,4667328,,553690000
10/10/1989,4667328,,553690000
10/11/1989,4667328,,553690000
10/12/1989,4667328,,553690000
10/13/1989,4667328,,553690000
10/14/1989,4667328,,553690000
10/15/1989,4667328,,553690000
10/16/1989,4667328,,553690000
10/17/1989,4667328,,553690000
10/18/1989,4667328,,553690000
10/19/1989,4667328,,553690000
10/20/1989,4667328,,553690000
10/21/1989,4667328,,553690000
10/22/1989,4667328,,553690000
10/23/1989,4667328,,553690000
10/24/1989,4667328,,553690000
10/25/1989,4667328,,553690000
10/26/1989,4667328,,553690000
10/27/1989,4667328,,553690000
10/28/1989,4667328,,553690000
10/29/1989,4667328,,553690000
10/30/1989,4667328,,553690000
10/31/1989,4667328,,553690000
11/1/1989,3697920,,571240000
11/2/1989,3697920,,571240000
11/3/1989,3697920,,571240000
11/4/1989,3697920,,571240000
11/5/1989,3697920,,571240000
11/6/1989,3697920,,571240000
11/7/1989,3697920,,571240000
11/8/1989,3697920,,571240000
11/9/1989,3697920,,571240000
11/10/1989,3697920,,571240000
11/11/1989,3697920,,571240000
11/12/1989,3697920,,571240000
11/13/1989,3697920,,571240000
11/14/1989,3697920,,571240000
11/15/1989,3697920,,571240000
11/16/1989,3697920,,571240000
11/17/1989,3697920,,571240000
11/18/1989,3697920,,571240000
11/19/1989,3697920,,571240000
11/20/1989,3697920,,571240000
11/21/1989,3697920,,571240000
11/22/1989,3697920,,571240000
11/23/1989,3697920,,571240000
11/24/1989,3697920,,571240000
11/25/1989,3697920,,571240000
11/26/1989,3697920,,571240000
11/27/1989,3697920,,571240000
11/28/1989,3697920,,571240000
11/29/1989,3697920,,571240000
11/30/1989,3697920,,571240000
12/1/1989,3488832,,516540000
12/2/1989,3488832,,516540000
12/3/1989,3488832,,516540000
12/4/1989,3488832,,516540000
12/5/1989,3488832,,516540000
12/6/1989,3488832,,516540000
12/7/1989,3488832,,516540000
12/8/1989,3488832,,516540000
12/9/1989,3488832,,516540000
